Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog
ITEM_DESCRIPTION_105000,A,가,A,A,A,A,A,А,A,A,A
ITEM_DESCRIPTION_105001,A,가,A,A,A,A,A,А,A,A,A
ITEM_DESCRIPTION_105002,A,가,A,A,A,A,A,А,A,A,A
ITEM_DESCRIPTION_200000,"It doesn't taste good because the cooking failed, but it can still be eaten.",요리에 실패해서 맛이 없지만 먹을 수는 있다.,"Não terá gosto bom pois eu falhei em cozinhar , mas ainda pode ser consumido.",調理に失敗したので美味しくないが食べられないこともない。,"Esto no sabe bien porque la cocción falló, pero aún así se puede comer.",รสชาติไม่ดีเพราะเกิดจากการปรุงที่ล้มเหลว แต่ก็ยังรับประทานได้,"Rasanya kurang enak karena terjadi kesalahan disaat memasak, teapi tetap bisa dimakan.","Готовка не получилась, выглядит ужасно, но это всё еще можно съесть.",由于烹饪失败而味道不好，但仍可以食用。,因為煮失敗所以味道不好，但還是可以吃的。,Hindi masarap dahil nasunog ngunit pwede paring kainin.
ITEM_DESCRIPTION_201000,A cat's eternal friend. It increases Critical Rate.,고양이의 영원한 친구. 체력을 조금 보충하는 효과가 있다.,O amigo eterno de um gato. Tem efeito de adicionar mais força física.,猫の永遠の友。体力を補う効果がある。,El amigo eterno de un gato. Aumenta la tasa de críticos.,ทาสชั่วนิรันดร์ของแมว เพิ่มอัตราคริติคอล,Teman abadi seekor kucing. Ini meningkatkan kemungkinan Critical.,Верный друг кошки. Увеличивает Критическую скорость.,猫的永恒朋友。它提高了暴击率。,貓永遠的朋友。它增加了暴擊率。,Kaibigang eternal ng pusa. Tinataas ang tyansa ng Kritikal
ITEM_DESCRIPTION_201001,This tuna is much tastier compared to the average tuna.,이 참치캔은 그냥 참치캔보다 훨씬 맛있다.,Essa lata de atum é muito mais deliciosa que as outras.,このツナの缶は他のものよりはるかに美味しい。,Este atún es mucho más rico comparado con el atún normal.,ปลาทูน่านี้มีรสชาติดีกว่ามากเมื่อเทียบกับปลาทูน่าทั่วไป,Tuna ini jauh lebih enak dibandingkan dengan tuna pada umumnya.,Этот тунец намного вкуснее всех остальных.,与一般金枪鱼相比，该金枪鱼更美味。,與平均金槍魚相比，該金槍魚更美味。,Mas masarap itong tuna na ito kumpara sa karaniwang tuna.
ITEM_DESCRIPTION_201002,Eggs fried in olive oil. Feels good to eat them.,올리브유에 달걀을 지글지글 구워냈다. 먹고 나면 기분이 좋아진다.,Ovos cozidos no azeite de oliva. Sensação muito boa quando consumido.,卵をオリーブオイルで焼いたもの。美味しい。,Huevos fritos en aceite de oliva. Saben rico cuando los pruebas.,ไข่ดาวในน้ำมันมะกอก รู้สึกดีเมื่อได้ทาน,Telur panggang dengan minyak zaitun. Terasa enak saat disantap.,"Яичница на оливкомом масле, обожаю ее.",橄榄油中的烤鸡蛋。食用时感觉很好。,用橄欖油油炸的雞蛋。吃飯時感覺很好。,Itlog na prinito sa langis oliba. Masarap sa pakiramdam kapag kinain.
ITEM_DESCRIPTION_201003,"
It is a fried egg that has been carefully cooked on just one side.",정성스레 한쪽 면만 익혀낸 계란후라이다.,Ovos fritos que foram cozidos com muito cuidado de um lado.,丁寧に調理した目玉焼き。,Es un huevo frito que ha sido cuidadosamente cocinado solo por un lado.,นี้มันคือ ไข่ดาวสุกด้านเดียวที่ทำอย่างพิธีพิถัน,Ini adalah telur goreng yang dimasak dengan hati-hati di satu sisi.,Этот омлет пожарили только с одной стороны.,它是在一侧精心煮过的煎蛋。,這是一種只仔細煮熟一側的煎蛋。,Itlog na maingat na niluto sa isang gilid lamang.
ITEM_DESCRIPTION_201004,Its amazing flavor comes from herbs.,허브를 곁들여 독특한 풍미가 일품인 최고의 계란후라이다.,Seu sabor incrível vem de uma erva.,ハーブによる素晴らしい風味がする。,Su sabor increible viene de las hierbas.,รสชาติที่น่าทึ่งมาจากสมุนไพรหลายอย่าง,Rasanya yang luar biasa ini berasal dari rempah-rempah.,Удивительный аромат исходит от трав.,它的奇妙味道来自草药。,其令人驚奇的味道來自草藥。,Ang masarap na lasa nito ay nanggaling sa halamang gamot.
ITEM_DESCRIPTION_201005,Omelet made by roughly mixing egg and rice. The effects are not very good.,달걀과 밥을 대충 섞어 만든 오므라이스. 대충 만들어서 효과는 별로다.,Omelete feita misturando arroz e ovos.O efeito não é muito bom.,卵とご飯をざっくり混ぜ合わせたオムレツ。効果はあまり良くない。,Tortilla hecha mezclando huevo y arroz. Los efectos no son muy buenos.,ไข่่เจียวทำโดยผสมไข่กับข้าว ผลกระทบไม่ดีมาก,Omelet dibuat dengan mencampurkan telur dan nasi secara kasar. Efeknya tidak terlalu bagus.,Омлет готовится из риса и яиц. Эффект довольно слабый.,通过将鸡蛋和米饭大致混合制成的煎蛋卷。效果不是很好。,煎蛋捲通過大致混合雞蛋和米飯製成。效果不是很好。,Omelet na ginawa ng paghalo ng itlog at kanin. Ang epekto nito ay di kamangha-mangha.
